time,open,high,low,close,VWAP,Volume,Plot,Plot,Plot,Plot,RSI,Plot,Plot,Plot,Plot,ADX,ATR
2024-05-15T10:00:00+05:30,22249.8,22252.95,22168.9,22189.6,22253.293983403615,13276668,70,60,40,30,47.94190730805644,60,40,70,30,23.675064140271516,39.42365435267455
2024-05-15T10:15:00+05:30,22190.4,22202.2,22161.45,22168.85,22242.82763602071,9863558,70,60,40,30,44.40637219540834,60,40,70,30,22.34959354700435,39.518393327483516
2024-05-15T10:30:00+05:30,22170.55,22174.65,22151.75,22165.2,22233.990963785018,9001055,70,60,40,30,43.794558150283464,60,40,70,30,21.368327535231092,38.331365232663366
2024-05-15T10:45:00+05:30,22165,22197.8,22158.65,22193.3,22230.198057536858,6497879,70,60,40,30,49.55660273730811,60,40,70,30,19.89755914279181,38.389839144615834
2024-05-15T11:00:00+05:30,22193.45,22254.9,22192.8,22230.35,22229.869321828442,7417285,70,60,40,30,55.966460858976085,60,40,70,30,19.855391155785547,40.08342206285772
2024-05-15T11:15:00+05:30,22230.45,22239.25,22174.6,22177.7,22227.831670629494,6272516,70,60,40,30,46.854879438701005,60,40,70,30,19.30286328411799,41.83817762979656
2024-05-15T11:30:00+05:30,22176.55,22191.05,22164.5,22184.45,22225.438798459352,5298662,70,60,40,30,48.023209248001784,60,40,70,30,18.511495723005076,40.7461649419539
2024-05-15T11:45:00+05:30,22184.35,22228.75,22179.75,22223.9,22224.837396973922,4537746,70,60,40,30,54.340886738913575,60,40,70,30,18.580156439162394,41.33572458895719
2024-05-15T12:00:00+05:30,22223.8,22226.25,22202.4,22204.05,22224.327979849626,4190289,70,60,40,30,50.98295994500292,60,40,70,30,18.643912818451337,40.08674426117443
2024-05-15T12:15:00+05:30,22203.85,22213,22175.55,22205.5,22223.10032592044,5610960,70,60,40,30,51.220085147774164,60,40,70,30,17.918574880070754,39.89840538537631
2024-05-15T12:30:00+05:30,22204.5,22214.75,22196.3,22204.5,22222.384150418835,5006960,70,60,40,30,51.03671441431824,60,40,70,30,17.28695546127063,38.36637642927805
2024-05-15T12:45:00+05:30,22204.15,22208.2,22185.1,22189.9,22221.094832145103,6049963,70,60,40,30,48.316976740115415,60,40,70,30,16.37073167265575,37.27592097004406
2024-05-15T13:00:00+05:30,22190.55,22217.3,22187.35,22191.9,22220.163993386777,5734748,70,60,40,30,48.720114224573216,60,40,70,30,15.763632137499487,36.752640900755246
2024-05-15T13:15:00+05:30,22191.2,22207.85,22176.25,22192.6,22219.175787031498,5026660,70,60,40,30,48.87043882712918,60,40,70,30,14.854675235933176,36.38459512212977
2024-05-15T13:30:00+05:30,22193,22193.65,22164.3,22189.7,22217.858892439657,5298830,70,60,40,30,48.23952409132427,60,40,70,30,13.940045074795465,35.8821240419778
2024-05-15T13:45:00+05:30,22190.3,22197.05,22168.45,22188.75,22216.422142346364,6685282,70,60,40,30,48.020816296712376,60,40,70,30,12.982099467345453,35.36197232469356
